bulletin_date,datum_date,confirmed_and_suspect_cases,confirmed_cases,probable_cases,suspect_cases,deaths
2020-05-04,2020-04-29,8,,,8,0
2020-05-04,2020-04-30,,,,,0
2020-05-04,2020-05-01,3,,,3,0
2020-05-04,2020-05-02,2,,,2,0
2020-05-04,2020-05-03,,,,,1
2020-05-04,2020-05-04,,,,,1
2020-05-05,2020-03-09,1,1,,,
2020-05-05,2020-03-10,,,,,
2020-05-05,2020-03-11,,,,,
2020-05-05,2020-03-12,,,,,
2020-05-05,2020-03-13,4,4,,,
2020-05-05,2020-03-14,3,3,,,
2020-05-05,2020-03-15,,,,,
2020-05-05,2020-03-16,7,7,,,
2020-05-05,2020-03-17,6,6,,,1
2020-05-05,2020-03-18,5,5,,,0
2020-05-05,2020-03-19,4,4,,,0
2020-05-05,2020-03-20,11,11,,,0
2020-05-05,2020-03-21,10,10,,,2
2020-05-05,2020-03-22,9,9,,,1
2020-05-05,2020-03-23,32,32,,,1
2020-05-05,2020-03-24,47,47,,,1
2020-05-05,2020-03-25,40,40,,,0
2020-05-05,2020-03-26,73,54,,19,3
2020-05-05,2020-03-27,76,47,,29,2
2020-05-05,2020-03-28,18,18,,,3
2020-05-05,2020-03-29,12,12,,,3
2020-05-05,2020-03-30,83,81,,2,3
2020-05-05,2020-03-31,67,59,,8,1
2020-05-05,2020-04-01,79,71,,8,3
2020-05-05,2020-04-02,59,51,,8,1
2020-05-05,2020-04-03,63,51,,12,5
2020-05-05,2020-04-04,13,11,,2,4
2020-05-05,2020-04-05,4,3,,1,2
2020-05-05,2020-04-06,63,47,,16,3
2020-05-05,2020-04-07,57,32,,25,3
2020-05-05,2020-04-08,59,25,,34,3
2020-05-05,2020-04-09,56,38,,18,4
2020-05-05,2020-04-10,7,2,,5,4
2020-05-05,2020-04-11,17,13,,4,3
2020-05-05,2020-04-12,8,5,,3,0
2020-05-05,2020-04-13,55,25,,30,6
2020-05-05,2020-04-14,75,24,,51,3
2020-05-05,2020-04-15,72,29,,43,3
2020-05-05,2020-04-16,70,24,,46,4
2020-05-05,2020-04-17,60,20,,40,1
2020-05-05,2020-04-18,18,5,,13,2
2020-05-05,2020-04-19,3,1,,2,3
2020-05-05,2020-04-20,58,9,,49,1
2020-05-05,2020-04-21,84,15,,69,3
2020-05-05,2020-04-22,92,16,,76,5
2020-05-05,2020-04-23,83,16,,67,1
2020-05-05,2020-04-24,98,14,,84,3
2020-05-05,2020-04-25,20,2,,18,0
2020-05-05,2020-04-26,6,,,6,4
2020-05-05,2020-04-27,76,4,,72,0
2020-05-05,2020-04-28,68,3,,65,2
2020-05-05,2020-04-29,16,,,16,0
2020-05-05,2020-04-30,1,,,1,0
2020-05-05,2020-05-01,13,,,13,0
2020-05-05,2020-05-02,7,,,7,0
2020-05-05,2020-05-03,,,,,1
2020-05-05,2020-05-04,,,,,1
2020-05-05,2020-05-05,,,,,0
2020-05-06,2020-03-09,1,1,,,
2020-05-06,2020-03-10,,,,,
2020-05-06,2020-03-11,,,,,
2020-05-06,2020-03-12,,,,,
2020-05-06,2020-03-13,4,4,,,
2020-05-06,2020-03-14,3,3,,,
2020-05-06,2020-03-15,,,,,
2020-05-06,2020-03-16,7,7,,,
2020-05-06,2020-03-17,6,6,,,1
2020-05-06,2020-03-18,5,5,,,0
2020-05-06,2020-03-19,4,4,,,0
2020-05-06,2020-03-20,11,11,,,0
2020-05-06,2020-03-21,10,10,,,2
2020-05-06,2020-03-22,9,9,,,1
2020-05-06,2020-03-23,32,32,,,1
2020-05-06,2020-03-24,47,47,,,1
2020-05-06,2020-03-25,40,40,,,0
2020-05-06,2020-03-26,73,54,,19,3
2020-05-06,2020-03-27,76,47,,29,2
2020-05-06,2020-03-28,18,18,,,3
2020-05-06,2020-03-29,12,12,,,3
2020-05-06,2020-03-30,83,81,,2,3
2020-05-06,2020-03-31,67,59,,8,1
2020-05-06,2020-04-01,79,71,,8,3
2020-05-06,2020-04-02,59,51,,8,1
2020-05-06,2020-04-03,63,51,,12,5
2020-05-06,2020-04-04,13,11,,2,4
2020-05-06,2020-04-05,4,3,,1,2
2020-05-06,2020-04-06,63,47,,16,3
2020-05-06,2020-04-07,57,32,,25,3
2020-05-06,2020-04-08,59,25,,34,3
2020-05-06,2020-04-09,56,38,,18,4
2020-05-06,2020-04-10,7,2,,5,4
2020-05-06,2020-04-11,17,13,,4,3
2020-05-06,2020-04-12,8,5,,3,0
2020-05-06,2020-04-13,55,25,,30,6
2020-05-06,2020-04-14,75,24,,51,3
2020-05-06,2020-04-15,72,29,,43,3
2020-05-06,2020-04-16,70,24,,46,4
2020-05-06,2020-04-17,60,20,,40,1
2020-05-06,2020-04-18,19,5,,14,2
2020-05-06,2020-04-19,3,1,,2,3
2020-05-06,2020-04-20,58,9,,49,1
2020-05-06,2020-04-21,84,15,,69,3
2020-05-06,2020-04-22,92,16,,76,5
2020-05-06,2020-04-23,83,16,,67,1
2020-05-06,2020-04-24,98,14,,84,3
2020-05-06,2020-04-25,20,2,,18,0
2020-05-06,2020-04-26,6,,,6,4
2020-05-06,2020-04-27,80,5,,75,0
2020-05-06,2020-04-28,70,4,,66,2
2020-05-06,2020-04-29,27,2,,25,0
2020-05-06,2020-04-30,8,3,,5,0
2020-05-06,2020-05-01,27,,,27,1
2020-05-06,2020-05-02,9,,,9,2
2020-05-06,2020-05-03,,,,,1
2020-05-06,2020-05-04,22,,,22,1
2020-05-06,2020-05-05,,,,,0
2020-05-07,2020-03-09,1,1,,,
2020-05-07,2020-03-10,,,,,
2020-05-07,2020-03-11,,,,,
2020-05-07,2020-03-12,,,,,
2020-05-07,2020-03-13,4,4,,,
2020-05-07,2020-03-14,3,3,,,
2020-05-07,2020-03-15,,,,,
2020-05-07,2020-03-16,7,7,,,
2020-05-07,2020-03-17,6,6,,,1
2020-05-07,2020-03-18,5,5,,,0
2020-05-07,2020-03-19,4,4,,,0
2020-05-07,2020-03-20,11,11,,,0
2020-05-07,2020-03-21,10,10,,,2
2020-05-07,2020-03-22,9,9,,,1
2020-05-07,2020-03-23,32,32,,,1
2020-05-07,2020-03-24,47,47,,,1
2020-05-07,2020-03-25,40,40,,,0
2020-05-07,2020-03-26,73,54,,19,3
2020-05-07,2020-03-27,76,47,,29,2
2020-05-07,2020-03-28,18,18,,,3
2020-05-07,2020-03-29,12,12,,,3
2020-05-07,2020-03-30,83,81,,2,3
2020-05-07,2020-03-31,67,59,,8,1
2020-05-07,2020-04-01,79,71,,8,3
2020-05-07,2020-04-02,59,51,,8,1
2020-05-07,2020-04-03,63,51,,12,5
2020-05-07,2020-04-04,13,11,,2,4
2020-05-07,2020-04-05,4,3,,1,2
2020-05-07,2020-04-06,63,47,,16,3
2020-05-07,2020-04-07,58,32,,26,3
2020-05-07,2020-04-08,59,25,,34,3
2020-05-07,2020-04-09,56,38,,18,4
2020-05-07,2020-04-10,7,2,,5,4
2020-05-07,2020-04-11,17,13,,4,3
2020-05-07,2020-04-12,8,5,,3,0
2020-05-07,2020-04-13,55,25,,30,6
2020-05-07,2020-04-14,76,24,,52,3
2020-05-07,2020-04-15,72,29,,43,3
2020-05-07,2020-04-16,70,24,,46,4
2020-05-07,2020-04-17,60,20,,40,1
2020-05-07,2020-04-18,19,5,,14,3
2020-05-07,2020-04-19,3,1,,2,3
2020-05-07,2020-04-20,59,9,,50,1
2020-05-07,2020-04-21,83,15,,68,3
2020-05-07,2020-04-22,97,18,,79,5
2020-05-07,2020-04-23,92,17,,75,1
2020-05-07,2020-04-24,99,14,,85,3
2020-05-07,2020-04-25,20,2,,18,0
2020-05-07,2020-04-26,6,,,6,5
2020-05-07,2020-04-27,79,5,,74,0
2020-05-07,2020-04-28,75,6,,69,2
2020-05-07,2020-04-29,33,4,,29,0
2020-05-07,2020-04-30,54,10,,44,1
2020-05-07,2020-05-01,60,2,,58,2
2020-05-07,2020-05-02,12,,,14,2
2020-05-07,2020-05-03,3,,,3,2
2020-05-07,2020-05-04,32,,,32,1
2020-05-07,2020-05-05,1,,,1,0
2020-05-07,2020-05-06,,,,,0
2020-05-07,2020-05-07,,,,,0
2020-05-08,2020-03-09,1,1,,,
2020-05-08,2020-03-10,,,,,
2020-05-08,2020-03-11,,,,,
2020-05-08,2020-03-12,,,,,
2020-05-08,2020-03-13,4,4,,,
2020-05-08,2020-03-14,3,3,,,
2020-05-08,2020-03-15,,,,,
2020-05-08,2020-03-16,7,7,,,
2020-05-08,2020-03-17,6,6,,,1
2020-05-08,2020-03-18,5,5,,,0
2020-05-08,2020-03-19,4,4,,,0
2020-05-08,2020-03-20,11,11,,,0
2020-05-08,2020-03-21,10,10,,,2
2020-05-08,2020-03-22,9,9,,,1
2020-05-08,2020-03-23,32,32,,,1
2020-05-08,2020-03-24,47,47,,,1
2020-05-08,2020-03-25,40,40,,,0
2020-05-08,2020-03-26,73,54,,19,3
2020-05-08,2020-03-27,76,47,,29,2
2020-05-08,2020-03-28,18,18,,,3
2020-05-08,2020-03-29,12,12,,,3
2020-05-08,2020-03-30,83,81,,2,3
2020-05-08,2020-03-31,67,59,,8,1
2020-05-08,2020-04-01,79,71,,8,3
2020-05-08,2020-04-02,59,51,,8,1
2020-05-08,2020-04-03,63,51,,12,5
2020-05-08,2020-04-04,13,11,,2,4
2020-05-08,2020-04-05,4,3,,1,2
2020-05-08,2020-04-06,63,47,,16,3
2020-05-08,2020-04-07,58,32,,26,3
2020-05-08,2020-04-08,59,25,,34,3
2020-05-08,2020-04-09,56,38,,18,4
2020-05-08,2020-04-10,7,2,,5,4
2020-05-08,2020-04-11,17,13,,4,3
2020-05-08,2020-04-12,8,5,,3,0
2020-05-08,2020-04-13,55,25,,30,6
2020-05-08,2020-04-14,76,24,,52,3
2020-05-08,2020-04-15,72,29,,43,3
2020-05-08,2020-04-16,70,24,,46,4
2020-05-08,2020-04-17,60,20,,40,1
2020-05-08,2020-04-18,19,5,,14,3
2020-05-08,2020-04-19,3,1,,2,3
2020-05-08,2020-04-20,57,9,,48,1
2020-05-08,2020-04-21,83,15,,68,3
2020-05-08,2020-04-22,99,19,,80,5
2020-05-08,2020-04-23,93,17,,76,1
2020-05-08,2020-04-24,97,14,,83,3
2020-05-08,2020-04-25,19,1,,18,0
2020-05-08,2020-04-26,6,,,6,5
2020-05-08,2020-04-27,82,7,,75,0
2020-05-08,2020-04-28,77,7,,70,2
2020-05-08,2020-04-29,36,5,,31,0
2020-05-08,2020-04-30,58,10,,48,1
2020-05-08,2020-05-01,61,2,,59,2
2020-05-08,2020-05-02,14,,,14,2
2020-05-08,2020-05-03,3,,,3,2
2020-05-08,2020-05-04,36,1,,35,1
2020-05-08,2020-05-05,3,,,3,0
2020-05-08,2020-05-06,,,,,0
2020-05-08,2020-05-07,,,,,1
2020-05-09,2020-03-09,1,1,,,
2020-05-09,2020-03-10,,,,,
2020-05-09,2020-03-11,,,,,
2020-05-09,2020-03-12,,,,,
2020-05-09,2020-03-13,4,4,,,
2020-05-09,2020-03-14,3,3,,,
2020-05-09,2020-03-15,,,,,
2020-05-09,2020-03-16,7,7,,,
2020-05-09,2020-03-17,6,6,,,1
2020-05-09,2020-03-18,5,5,,,0
2020-05-09,2020-03-19,4,4,,,0
2020-05-09,2020-03-20,11,11,,,0
2020-05-09,2020-03-21,10,10,,,2
2020-05-09,2020-03-22,9,9,,,1
2020-05-09,2020-03-23,32,32,,,1
2020-05-09,2020-03-24,47,47,,,1
2020-05-09,2020-03-25,40,40,,,0
2020-05-09,2020-03-26,73,54,,19,3
2020-05-09,2020-03-27,76,47,,29,2
2020-05-09,2020-03-28,18,18,,,3
2020-05-09,2020-03-29,12,12,,,3
2020-05-09,2020-03-30,83,81,,2,3
2020-05-09,2020-03-31,67,59,,8,1
2020-05-09,2020-04-01,79,71,,8,3
2020-05-09,2020-04-02,59,51,,8,1
2020-05-09,2020-04-03,63,51,,12,5
2020-05-09,2020-04-04,13,11,,2,4
2020-05-09,2020-04-05,4,3,,1,2
2020-05-09,2020-04-06,63,47,,16,3
2020-05-09,2020-04-07,58,32,,26,3
2020-05-09,2020-04-08,59,25,,34,3
2020-05-09,2020-04-09,56,38,,18,4
2020-05-09,2020-04-10,7,2,,5,5
2020-05-09,2020-04-11,17,13,,4,3
2020-05-09,2020-04-12,8,5,,3,0
2020-05-09,2020-04-13,55,25,,30,6
2020-05-09,2020-04-14,76,24,,52,3
2020-05-09,2020-04-15,72,29,,43,3
2020-05-09,2020-04-16,70,24,,46,4
2020-05-09,2020-04-17,60,20,,40,1
2020-05-09,2020-04-18,19,5,,14,3
2020-05-09,2020-04-19,3,1,,2,3
2020-05-09,2020-04-20,58,10,,48,1
2020-05-09,2020-04-21,83,15,,68,3
2020-05-09,2020-04-22,100,20,,80,5
2020-05-09,2020-04-23,93,17,,76,1
2020-05-09,2020-04-24,97,14,,83,3
2020-05-09,2020-04-25,19,1,,18,0
2020-05-09,2020-04-26,6,,,6,5
2020-05-09,2020-04-27,84,9,,75,0
2020-05-09,2020-04-28,78,7,,71,2
2020-05-09,2020-04-29,39,6,,33,0
2020-05-09,2020-04-30,64,10,,54,1
2020-05-09,2020-05-01,63,2,,61,2
2020-05-09,2020-05-02,14,,,14,4
2020-05-09,2020-05-03,3,,,3,2
2020-05-09,2020-05-04,42,2,,40,1
2020-05-09,2020-05-05,6,,,6,0
2020-05-09,2020-05-06,,,,,0
2020-05-09,2020-05-07,,,,,1
2020-05-09,2020-05-08,,,,,0
2020-05-09,2020-05-09,,,,,0
2020-05-10,2020-03-09,1,1,,,
2020-05-10,2020-03-10,,,,,
2020-05-10,2020-03-11,,,,,
2020-05-10,2020-03-12,,,,,
2020-05-10,2020-03-13,4,4,,,
2020-05-10,2020-03-14,3,3,,,
2020-05-10,2020-03-15,,,,,
2020-05-10,2020-03-16,7,7,,,
2020-05-10,2020-03-17,6,6,,,1
2020-05-10,2020-03-18,5,5,,,0
2020-05-10,2020-03-19,4,4,,,0
2020-05-10,2020-03-20,11,11,,,0
2020-05-10,2020-03-21,10,10,,,2
2020-05-10,2020-03-22,9,9,,,1
2020-05-10,2020-03-23,32,32,,,1
2020-05-10,2020-03-24,47,47,,,1
2020-05-10,2020-03-25,40,40,,,0
2020-05-10,2020-03-26,73,54,,19,3
2020-05-10,2020-03-27,76,47,,29,2
2020-05-10,2020-03-28,18,18,,,3
2020-05-10,2020-03-29,12,12,,,3
2020-05-10,2020-03-30,83,81,,2,3
2020-05-10,2020-03-31,67,59,,8,1
2020-05-10,2020-04-01,79,71,,8,3
2020-05-10,2020-04-02,59,51,,8,1
2020-05-10,2020-04-03,63,51,,12,5
2020-05-10,2020-04-04,13,11,,2,4
2020-05-10,2020-04-05,4,3,,1,2
2020-05-10,2020-04-06,63,47,,16,3
2020-05-10,2020-04-07,58,32,,26,3
2020-05-10,2020-04-08,59,25,,34,3
2020-05-10,2020-04-09,56,38,,18,4
2020-05-10,2020-04-10,7,2,,5,5
2020-05-10,2020-04-11,17,13,,4,3
2020-05-10,2020-04-12,8,5,,3,0
2020-05-10,2020-04-13,55,25,,30,6
2020-05-10,2020-04-14,76,24,,52,3
2020-05-10,2020-04-15,72,29,,43,3
2020-05-10,2020-04-16,68,24,,44,4
2020-05-10,2020-04-17,59,20,,39,1
2020-05-10,2020-04-18,19,5,,14,3
2020-05-10,2020-04-19,3,1,,2,3
2020-05-10,2020-04-20,58,10,,48,1
2020-05-10,2020-04-21,83,15,,68,3
2020-05-10,2020-04-22,100,20,,80,5
2020-05-10,2020-04-23,94,17,,77,1
2020-05-10,2020-04-24,96,14,,82,3
2020-05-10,2020-04-25,19,1,,18,0
2020-05-10,2020-04-26,6,,,6,5
2020-05-10,2020-04-27,83,9,,74,0
2020-05-10,2020-04-28,77,7,,70,2
2020-05-10,2020-04-29,41,8,,33,0
2020-05-10,2020-04-30,68,13,,55,1
2020-05-10,2020-05-01,64,3,,61,2
2020-05-10,2020-05-02,15,1,,14,4
2020-05-10,2020-05-03,6,1,,5,2
2020-05-10,2020-05-04,55,4,,51,2
2020-05-10,2020-05-05,36,4,,32,1
2020-05-10,2020-05-06,9,,,9,0
2020-05-10,2020-05-07,,,,,1
2020-05-10,2020-05-08,,,,,0
2020-05-10,2020-05-09,,,,,0
2020-05-10,2020-05-10,,,,,0
2020-05-11,2020-03-09,1,1,,,
2020-05-11,2020-03-10,,,,,
2020-05-11,2020-03-11,,,,,
2020-05-11,2020-03-12,,,,,
2020-05-11,2020-03-13,4,4,,,
2020-05-11,2020-03-14,3,3,,,
2020-05-11,2020-03-15,,,,,
2020-05-11,2020-03-16,7,7,,,
2020-05-11,2020-03-17,6,6,,,1
2020-05-11,2020-03-18,5,5,,,0
2020-05-11,2020-03-19,4,4,,,0
2020-05-11,2020-03-20,11,11,,,0
2020-05-11,2020-03-21,10,10,,,2
2020-05-11,2020-03-22,9,9,,,1
2020-05-11,2020-03-23,32,32,,,1
2020-05-11,2020-03-24,47,47,,,1
2020-05-11,2020-03-25,40,40,,,0
2020-05-11,2020-03-26,73,54,,19,3
2020-05-11,2020-03-27,76,47,,29,2
2020-05-11,2020-03-28,18,18,,,3
2020-05-11,2020-03-29,12,12,,,3
2020-05-11,2020-03-30,83,81,,2,3
2020-05-11,2020-03-31,67,59,,8,1
2020-05-11,2020-04-01,79,71,,8,3
2020-05-11,2020-04-02,59,51,,8,1
2020-05-11,2020-04-03,63,51,,12,5
2020-05-11,2020-04-04,13,11,,2,4
2020-05-11,2020-04-05,4,3,,1,2
2020-05-11,2020-04-06,63,47,,16,3
2020-05-11,2020-04-07,58,32,,26,3
2020-05-11,2020-04-08,59,25,,34,3
2020-05-11,2020-04-09,56,38,,18,4
2020-05-11,2020-04-10,7,2,,5,5
2020-05-11,2020-04-11,17,13,,4,3
2020-05-11,2020-04-12,8,5,,3,0
2020-05-11,2020-04-13,55,25,,30,6
2020-05-11,2020-04-14,76,24,,52,3
2020-05-11,2020-04-15,72,29,,43,3
2020-05-11,2020-04-16,68,24,,44,4
2020-05-11,2020-04-17,59,20,,39,1
2020-05-11,2020-04-18,19,5,,14,3
2020-05-11,2020-04-19,3,1,,2,3
2020-05-11,2020-04-20,58,10,,48,1
2020-05-11,2020-04-21,83,15,,68,3
2020-05-11,2020-04-22,100,20,,80,5
2020-05-11,2020-04-23,94,17,,77,1
2020-05-11,2020-04-24,97,14,,83,3
2020-05-11,2020-04-25,19,1,,18,0
2020-05-11,2020-04-26,6,,,6,5
2020-05-11,2020-04-27,83,9,,74,0
2020-05-11,2020-04-28,77,7,,70,2
2020-05-11,2020-04-29,41,8,,33,0
2020-05-11,2020-04-30,70,15,,55,1
2020-05-11,2020-05-01,64,3,,61,2
2020-05-11,2020-05-02,17,2,,15,4
2020-05-11,2020-05-03,6,1,,5,2
2020-05-11,2020-05-04,68,7,,61,2
2020-05-11,2020-05-05,53,6,,47,1
2020-05-11,2020-05-06,17,,,17,0
2020-05-11,2020-05-07,,,,,1
2020-05-11,2020-05-08,,,,,0
2020-05-11,2020-05-09,,,,,0
2020-05-11,2020-05-10,,,,,1
2020-05-11,2020-05-11,,,,,0
2020-05-12,2020-03-09,1,1,,,
2020-05-12,2020-03-10,,,,,
2020-05-12,2020-03-11,,,,,
2020-05-12,2020-03-12,,,,,
2020-05-12,2020-03-13,4,4,,,
2020-05-12,2020-03-14,3,3,,,
2020-05-12,2020-03-15,,,,,
2020-05-12,2020-03-16,7,7,,,
2020-05-12,2020-03-17,6,6,,,1
2020-05-12,2020-03-18,5,5,,,0
2020-05-12,2020-03-19,4,4,,,0
2020-05-12,2020-03-20,11,11,,,0
2020-05-12,2020-03-21,10,10,,,2
2020-05-12,2020-03-22,9,9,,,1
2020-05-12,2020-03-23,32,32,,,1
2020-05-12,2020-03-24,47,47,,,1
2020-05-12,2020-03-25,40,40,,,0
2020-05-12,2020-03-26,73,54,,19,3
2020-05-12,2020-03-27,76,47,,29,2
2020-05-12,2020-03-28,18,18,,,3
2020-05-12,2020-03-29,12,12,,,3
2020-05-12,2020-03-30,83,81,,2,3
2020-05-12,2020-03-31,67,59,,8,1
2020-05-12,2020-04-01,79,71,,8,3
2020-05-12,2020-04-02,59,51,,8,1
2020-05-12,2020-04-03,63,51,,12,5
2020-05-12,2020-04-04,13,11,,2,4
2020-05-12,2020-04-05,4,3,,1,2
2020-05-12,2020-04-06,63,47,,16,3
2020-05-12,2020-04-07,58,32,,26,3
2020-05-12,2020-04-08,59,25,,34,3
2020-05-12,2020-04-09,56,38,,18,4
2020-05-12,2020-04-10,7,2,,5,5
2020-05-12,2020-04-11,17,13,,4,3
2020-05-12,2020-04-12,8,5,,3,0
2020-05-12,2020-04-13,55,25,,30,6
2020-05-12,2020-04-14,76,24,,52,3
2020-05-12,2020-04-15,72,29,,43,3
2020-05-12,2020-04-16,68,24,,44,4
2020-05-12,2020-04-17,59,20,,39,1
2020-05-12,2020-04-18,19,5,,14,3
2020-05-12,2020-04-19,3,1,,2,3
2020-05-12,2020-04-20,58,10,,48,1
2020-05-12,2020-04-21,83,15,,68,3
2020-05-12,2020-04-22,100,20,,80,5
2020-05-12,2020-04-23,94,17,,77,1
2020-05-12,2020-04-24,97,14,,83,3
2020-05-12,2020-04-25,19,1,,18,0
2020-05-12,2020-04-26,6,,,6,5
2020-05-12,2020-04-27,83,9,,74,0
2020-05-12,2020-04-28,77,7,,70,2
2020-05-12,2020-04-29,41,8,,33,0
2020-05-12,2020-04-30,72,15,,57,1
2020-05-12,2020-05-01,66,5,,61,2
2020-05-12,2020-05-02,19,2,,17,4
2020-05-12,2020-05-03,6,1,,5,2
2020-05-12,2020-05-04,76,7,,69,2
2020-05-12,2020-05-05,63,6,,57,2
2020-05-12,2020-05-06,23,,,23,0
2020-05-12,2020-05-07,,,,,1
2020-05-12,2020-05-08,,,,,0
2020-05-12,2020-05-09,,,,,0
2020-05-12,2020-05-10,,,,,1
2020-05-12,2020-05-11,,,,,0
2020-05-12,2020-05-12,,,,,0
2020-05-13,2020-03-09,1,1,,,
2020-05-13,2020-03-10,,,,,
2020-05-13,2020-03-11,,,,,
2020-05-13,2020-03-12,,,,,
2020-05-13,2020-03-13,4,4,,,
2020-05-13,2020-03-14,3,3,,,
2020-05-13,2020-03-15,,,,,
2020-05-13,2020-03-16,7,7,,,
2020-05-13,2020-03-17,6,6,,,1
2020-05-13,2020-03-18,5,5,,,0
2020-05-13,2020-03-19,4,4,,,0
2020-05-13,2020-03-20,11,11,,,0
2020-05-13,2020-03-21,10,10,,,2
2020-05-13,2020-03-22,9,9,,,1
2020-05-13,2020-03-23,32,32,,,1
2020-05-13,2020-03-24,47,47,,,1
2020-05-13,2020-03-25,40,40,,,0
2020-05-13,2020-03-26,73,54,,19,3
2020-05-13,2020-03-27,76,47,,29,2
2020-05-13,2020-03-28,18,18,,,3
2020-05-13,2020-03-29,12,12,,,3
2020-05-13,2020-03-30,83,81,,2,3
2020-05-13,2020-03-31,67,59,,8,1
2020-05-13,2020-04-01,79,71,,8,3
2020-05-13,2020-04-02,59,51,,8,1
2020-05-13,2020-04-03,63,51,,12,5
2020-05-13,2020-04-04,13,11,,2,4
2020-05-13,2020-04-05,4,3,,1,2
2020-05-13,2020-04-06,63,47,,16,3
2020-05-13,2020-04-07,58,32,,26,3
2020-05-13,2020-04-08,59,25,,34,3
2020-05-13,2020-04-09,56,38,,18,4
2020-05-13,2020-04-10,7,2,,5,5
2020-05-13,2020-04-11,17,13,,4,3
2020-05-13,2020-04-12,8,5,,3,0
2020-05-13,2020-04-13,54,25,,29,6
2020-05-13,2020-04-14,76,24,,52,3
2020-05-13,2020-04-15,72,29,,43,4
2020-05-13,2020-04-16,68,24,,44,4
2020-05-13,2020-04-17,59,20,,39,1
2020-05-13,2020-04-18,19,5,,14,3
2020-05-13,2020-04-19,3,1,,2,3
2020-05-13,2020-04-20,58,10,,48,1
2020-05-13,2020-04-21,83,15,,68,4
2020-05-13,2020-04-22,99,20,,79,5
2020-05-13,2020-04-23,94,17,,77,1
2020-05-13,2020-04-24,96,14,,82,3
2020-05-13,2020-04-25,18,1,,17,0
2020-05-13,2020-04-26,6,,,6,5
2020-05-13,2020-04-27,83,9,,74,0
2020-05-13,2020-04-28,86,10,,76,2
2020-05-13,2020-04-29,50,11,,39,0
2020-05-13,2020-04-30,72,16,,56,1
2020-05-13,2020-05-01,72,5,,67,2
2020-05-13,2020-05-02,19,2,,17,4
2020-05-13,2020-05-03,8,1,,7,2
2020-05-13,2020-05-04,77,6,,71,2
2020-05-13,2020-05-05,74,7,,67,2
2020-05-13,2020-05-06,58,2,,56,0
2020-05-13,2020-05-07,28,,,28,1
2020-05-13,2020-05-08,1,,,1,0
2020-05-13,2020-05-09,,,,,0
2020-05-13,2020-05-10,,,,,1
2020-05-13,2020-05-11,,,,,0
2020-05-13,2020-05-12,,,,,0
2020-05-13,2020-05-13,,,,,0
2020-05-14,2020-03-09,1,1,,,
2020-05-14,2020-03-10,,,,,
2020-05-14,2020-03-11,,,,,
2020-05-14,2020-03-12,,,,,
2020-05-14,2020-03-13,4,4,,,
2020-05-14,2020-03-14,3,3,,,
2020-05-14,2020-03-15,,,,,
2020-05-14,2020-03-16,7,7,,,
2020-05-14,2020-03-17,6,6,,,1
2020-05-14,2020-03-18,5,5,,,0
2020-05-14,2020-03-19,4,4,,,0
2020-05-14,2020-03-20,11,11,,,0
2020-05-14,2020-03-21,10,10,,,2
2020-05-14,2020-03-22,9,9,,,1
2020-05-14,2020-03-23,32,32,,,1
2020-05-14,2020-03-24,47,47,,,1
2020-05-14,2020-03-25,40,40,,,0
2020-05-14,2020-03-26,73,54,,19,3
2020-05-14,2020-03-27,76,47,,29,2
2020-05-14,2020-03-28,18,18,,,3
2020-05-14,2020-03-29,12,12,,,3
2020-05-14,2020-03-30,83,81,,2,3
2020-05-14,2020-03-31,67,59,,8,1
2020-05-14,2020-04-01,79,71,,8,3
2020-05-14,2020-04-02,59,51,,8,1
2020-05-14,2020-04-03,63,51,,12,5
2020-05-14,2020-04-04,13,11,,2,4
2020-05-14,2020-04-05,4,3,,1,2
2020-05-14,2020-04-06,63,47,,16,3
2020-05-14,2020-04-07,58,32,,26,3
2020-05-14,2020-04-08,59,25,,34,3
2020-05-14,2020-04-09,56,38,,18,4
2020-05-14,2020-04-10,7,2,,5,5
2020-05-14,2020-04-11,17,13,,4,3
2020-05-14,2020-04-12,8,5,,3,0
2020-05-14,2020-04-13,54,25,,29,6
2020-05-14,2020-04-14,76,24,,52,3
2020-05-14,2020-04-15,73,29,,44,4
2020-05-14,2020-04-16,68,24,,44,4
2020-05-14,2020-04-17,59,20,,39,1
2020-05-14,2020-04-18,19,5,,14,3
2020-05-14,2020-04-19,3,1,,2,3
2020-05-14,2020-04-20,58,10,,48,1
2020-05-14,2020-04-21,83,15,,68,4
2020-05-14,2020-04-22,99,20,,79,5
2020-05-14,2020-04-23,94,17,,77,2
2020-05-14,2020-04-24,97,14,,83,3
2020-05-14,2020-04-25,18,1,,17,1
2020-05-14,2020-04-26,6,,,6,5
2020-05-14,2020-04-27,84,9,,75,0
2020-05-14,2020-04-28,87,11,,76,2
2020-05-14,2020-04-29,54,11,,43,0
2020-05-14,2020-04-30,73,16,,57,1
2020-05-14,2020-05-01,72,5,,67,2
2020-05-14,2020-05-02,19,2,,17,4
2020-05-14,2020-05-03,8,1,,7,2
2020-05-14,2020-05-04,91,6,,85,2
2020-05-14,2020-05-05,84,8,,76,2
2020-05-14,2020-05-06,67,9,,58,1
2020-05-14,2020-05-07,62,5,,57,2
2020-05-14,2020-05-08,38,1,,37,0
2020-05-14,2020-05-09,2,,,2,0
2020-05-14,2020-05-10,,,,,1
2020-05-14,2020-05-11,,,,,0
2020-05-14,2020-05-12,,,,,0
2020-05-14,2020-05-13,,,,,0
