bulletin_date,municipality,probable_cases,probable_cases_percent
2020-11-15,Isabela,25,3.6
2020-11-15,Jayuya,4,0.6
2020-11-15,Juana Díaz,4,0.6
2020-11-15,Juncos,26,3.7
2020-11-15,Lajas,0,0.0
2020-11-15,Lares,0,0.0
2020-11-15,Las Marías,2,0.3
2020-11-15,Las Piedras,10,1.4
2020-11-15,Loíza,15,2.2
2020-11-15,Luquillo,0,0.0
2020-11-15,Manatí,5,0.7
2020-11-15,Maricao,0,0.0
2020-11-15,Maunabo,0,0.0
2020-11-15,Mayagüez,4,0.6
2020-11-15,Moca,16,2.3
2020-11-15,Morovis,2,0.3
2020-11-15,Naguabo,9,1.3
2020-11-15,Naranjito,1,0.1
2020-11-15,Orocovis,7,1.0
2020-11-15,Patillas,1,0.1
2020-11-15,Peñuelas,2,0.3
2020-11-15,Ponce,4,0.6
2020-11-15,Quebradillas,10,1.4
2020-11-15,Rincón,0,0.0
2020-11-15,Río Grande,6,0.9
2020-11-15,Sabana Grande,2,0.3
2020-11-15,Salinas,2,0.3
2020-11-15,San Germán,1,0.1
2020-11-15,San Juan,83,12.0
2020-11-15,San Lorenzo,4,0.6
2020-11-15,San Sebastián,4,0.6
2020-11-15,Santa Isabel,4,0.6
2020-11-15,Toa Alta,8,1.2
2020-11-15,Toa Baja,39,5.6
2020-11-15,Trujillo Alto,11,1.6
2020-11-15,Utuado,0,0.0
2020-11-15,Vega Alta,5,0.7
2020-11-15,Vega Baja,7,1.0
2020-11-15,Vieques,0,0.0
2020-11-15,Villalba,15,2.2
2020-11-15,Yabucoa,1,0.1
2020-11-15,Yauco,1,0.1
2020-11-15,Otro lugar fuera de PR,1,
2020-11-15,No disponible,42,
2020-11-15,Total,737,
2020-11-16,Adjuntas,0,0.0
2020-11-16,Aguada,2,0.3
2020-11-16,Aguadilla,5,0.7
2020-11-16,Aguas Buenas,4,0.5
2020-11-16,Aibonito,3,0.4
2020-11-16,Añasco,12,1.6
2020-11-16,Arecibo,5,0.7
2020-11-16,Arroyo,1,0.1
2020-11-16,Barceloneta,1,0.1
2020-11-16,Barranquitas,5,0.7
2020-11-16,Bayamón,72,9.6
2020-11-16,Cabo Rojo,9,1.2
2020-11-16,Caguas,64,8.6
2020-11-16,Camuy,1,0.1
2020-11-16,Canóvanas,11,1.5
2020-11-16,Carolina,54,7.2
2020-11-16,Cataño,15,2.0
2020-11-16,Cayey,4,0.5
2020-11-16,Ceiba,0,0.0
2020-11-16,Ciales,1,0.1
2020-11-16,Cidra,5,0.7
2020-11-16,Coamo,11,1.5
2020-11-16,Comerío,3,0.4
2020-11-16,Corozal,19,2.5
2020-11-16,Culebra,0,0.0
2020-11-16,Dorado,6,0.8
2020-11-16,Fajardo,4,0.5
2020-11-16,Florida,1,0.1
2020-11-16,Guánica,0,0.0
2020-11-16,Guayama,5,0.7
2020-11-16,Guayanilla,4,0.5
2020-11-16,Guaynabo,23,3.1
2020-11-16,Gurabo,16,2.1
2020-11-16,Hatillo,2,0.3
2020-11-16,Hormigueros,8,1.1
2020-11-16,Humacao,17,2.3
2020-11-16,Isabela,24,3.2
2020-11-16,Jayuya,6,0.8
2020-11-16,Juana Díaz,1,0.1
2020-11-16,Juncos,27,3.6
2020-11-16,Lajas,0,0.0
2020-11-16,Lares,0,0.0
2020-11-16,Las Marías,2,0.3
2020-11-16,Las Piedras,9,1.2
2020-11-16,Loíza,15,2.0
2020-11-16,Luquillo,0,0.0
2020-11-16,Manatí,5,0.7
2020-11-16,Maricao,0,0.0
2020-11-16,Maunabo,0,0.0
2020-11-16,Mayagüez,7,0.9
2020-11-16,Moca,17,2.3
2020-11-16,Morovis,3,0.4
2020-11-16,Naguabo,9,1.2
2020-11-16,Naranjito,3,0.4
2020-11-16,Orocovis,7,0.9
2020-11-16,Patillas,1,0.1
2020-11-16,Peñuelas,2,0.3
2020-11-16,Ponce,4,0.5
2020-11-16,Quebradillas,10,1.3
2020-11-16,Rincón,1,0.1
2020-11-16,Río Grande,6,0.8
2020-11-16,Sabana Grande,1,0.1
2020-11-16,Salinas,3,0.4
2020-11-16,San Germán,1,0.1
2020-11-16,San Juan,84,11.2
2020-11-16,San Lorenzo,6,0.8
2020-11-16,San Sebastián,4,0.5
2020-11-16,Santa Isabel,4,0.5
2020-11-16,Toa Alta,8,1.1
2020-11-16,Toa Baja,41,5.5
2020-11-16,Trujillo Alto,11,1.5
2020-11-16,Utuado,1,0.1
2020-11-16,Vega Alta,5,0.7
2020-11-16,Vega Baja,7,0.9
2020-11-16,Vieques,0,0.0
2020-11-16,Villalba,15,2.0
2020-11-16,Yabucoa,4,0.5
2020-11-16,Yauco,1,0.1
2020-11-16,Otro lugar fuera de PR,1,
2020-11-16,No disponible,46,
2020-11-16,Total,795,
2020-11-17,Adjuntas,0,0.0
2020-11-17,Aguada,5,0.6
2020-11-17,Aguadilla,8,1.0
2020-11-17,Aguas Buenas,4,0.5
2020-11-17,Aibonito,3,0.4
2020-11-17,Añasco,12,1.4
2020-11-17,Arecibo,24,2.9
2020-11-17,Arroyo,1,0.1
2020-11-17,Barceloneta,1,0.1
2020-11-17,Barranquitas,5,0.6
2020-11-17,Bayamón,77,9.3
2020-11-17,Cabo Rojo,9,1.1
2020-11-17,Caguas,64,7.7
2020-11-17,Camuy,2,0.2
2020-11-17,Canóvanas,14,1.7
2020-11-17,Carolina,60,7.2
2020-11-17,Cataño,15,1.8
2020-11-17,Cayey,4,0.5
2020-11-17,Ceiba,0,0.0
2020-11-17,Ciales,2,0.2
2020-11-17,Cidra,5,0.6
2020-11-17,Coamo,11,1.3
2020-11-17,Comerío,3,0.4
2020-11-17,Corozal,23,2.8
2020-11-17,Culebra,0,0.0
2020-11-17,Dorado,7,0.8
2020-11-17,Fajardo,4,0.5
2020-11-17,Florida,4,0.5
2020-11-17,Guánica,0,0.0
2020-11-17,Guayama,4,0.5
2020-11-17,Guayanilla,4,0.5
2020-11-17,Guaynabo,24,2.9
2020-11-17,Gurabo,16,1.9
2020-11-17,Hatillo,2,0.2
2020-11-17,Hormigueros,8,1.0
2020-11-17,Humacao,21,2.5
2020-11-17,Isabela,26,3.1
2020-11-17,Jayuya,6,0.7
2020-11-17,Juana Díaz,1,0.1
2020-11-17,Juncos,29,3.5
2020-11-17,Lajas,0,0.0
2020-11-17,Lares,0,0.0
2020-11-17,Las Marías,2,0.2
2020-11-17,Las Piedras,12,1.4
2020-11-17,Loíza,15,1.8
2020-11-17,Luquillo,0,0.0
2020-11-17,Manatí,6,0.7
2020-11-17,Maricao,0,0.0
2020-11-17,Maunabo,0,0.0
2020-11-17,Mayagüez,7,0.8
2020-11-17,Moca,18,2.2
2020-11-17,Morovis,4,0.5
2020-11-17,Naguabo,9,1.1
2020-11-17,Naranjito,3,0.4
2020-11-17,Orocovis,7,0.8
2020-11-17,Patillas,1,0.1
2020-11-17,Peñuelas,2,0.2
2020-11-17,Ponce,4,0.5
2020-11-17,Quebradillas,10,1.2
2020-11-17,Rincón,1,0.1
2020-11-17,Río Grande,6,0.7
2020-11-17,Sabana Grande,1,0.1
2020-11-17,Salinas,3,0.4
2020-11-17,San Germán,1,0.1
2020-11-17,San Juan,86,10.3
2020-11-17,San Lorenzo,6,0.7
2020-11-17,San Sebastián,4,0.5
2020-11-17,Santa Isabel,4,0.5
2020-11-17,Toa Alta,11,1.3
2020-11-17,Toa Baja,42,5.1
2020-11-17,Trujillo Alto,11,1.3
2020-11-17,Utuado,8,1.0
2020-11-17,Vega Alta,5,0.6
2020-11-17,Vega Baja,11,1.3
2020-11-17,Vieques,0,0.0
2020-11-17,Villalba,15,1.8
2020-11-17,Yabucoa,7,0.8
2020-11-17,Yauco,1,0.1
2020-11-17,Otro lugar fuera de PR,1,
2020-11-17,No disponible,47,
2020-11-17,Total,879,
2020-11-18,Adjuntas,1,0.1
2020-11-18,Aguada,23,2.4
2020-11-18,Aguadilla,8,0.8
2020-11-18,Aguas Buenas,9,0.9
2020-11-18,Aibonito,6,0.6
2020-11-18,Añasco,12,1.2
2020-11-18,Arecibo,30,3.1
2020-11-18,Arroyo,1,0.1
2020-11-18,Barceloneta,1,0.1
2020-11-18,Barranquitas,7,0.7
2020-11-18,Bayamón,78,8.0
2020-11-18,Cabo Rojo,10,1.0
2020-11-18,Caguas,68,7.0
2020-11-18,Camuy,2,0.2
2020-11-18,Canóvanas,14,1.4
2020-11-18,Carolina,63,6.4
2020-11-18,Cataño,15,1.5
2020-11-18,Cayey,7,0.7
2020-11-18,Ceiba,0,0.0
2020-11-18,Ciales,2,0.2
2020-11-18,Cidra,8,0.8
2020-11-18,Coamo,13,1.3
2020-11-18,Comerío,13,1.3
2020-11-18,Corozal,23,2.4
2020-11-18,Culebra,0,0.0
2020-11-18,Dorado,7,0.7
2020-11-18,Fajardo,7,0.7
2020-11-18,Florida,5,0.5
2020-11-18,Guánica,0,0.0
2020-11-18,Guayama,6,0.6
2020-11-18,Guayanilla,4,0.4
2020-11-18,Guaynabo,26,2.7
2020-11-18,Gurabo,20,2.0
2020-11-18,Hatillo,3,0.3
2020-11-18,Hormigueros,8,0.8
2020-11-18,Humacao,21,2.1
2020-11-18,Isabela,26,2.7
2020-11-18,Jayuya,6,0.6
2020-11-18,Juana Díaz,1,0.1
2020-11-18,Juncos,37,3.8
2020-11-18,Lajas,0,0.0
2020-11-18,Lares,0,0.0
2020-11-18,Las Marías,12,1.2
2020-11-18,Las Piedras,26,2.7
2020-11-18,Loíza,15,1.5
2020-11-18,Luquillo,0,0.0
2020-11-18,Manatí,6,0.6
2020-11-18,Maricao,0,0.0
2020-11-18,Maunabo,0,0.0
2020-11-18,Mayagüez,8,0.8
2020-11-18,Moca,19,1.9
2020-11-18,Morovis,6,0.6
2020-11-18,Naguabo,10,1.0
2020-11-18,Naranjito,5,0.5
2020-11-18,Orocovis,7,0.7
2020-11-18,Patillas,2,0.2
2020-11-18,Peñuelas,2,0.2
2020-11-18,Ponce,8,0.8
2020-11-18,Quebradillas,10,1.0
2020-11-18,Rincón,1,0.1
2020-11-18,Río Grande,6,0.6
2020-11-18,Sabana Grande,1,0.1
2020-11-18,Salinas,11,1.1
2020-11-18,San Germán,1,0.1
2020-11-18,San Juan,93,9.5
2020-11-18,San Lorenzo,7,0.7
2020-11-18,San Sebastián,3,0.3
2020-11-18,Santa Isabel,7,0.7
2020-11-18,Toa Alta,12,1.2
2020-11-18,Toa Baja,42,4.3
2020-11-18,Trujillo Alto,13,1.3
2020-11-18,Utuado,9,0.9
2020-11-18,Vega Alta,6,0.6
2020-11-18,Vega Baja,12,1.2
2020-11-18,Vieques,0,0.0
2020-11-18,Villalba,16,1.6
2020-11-18,Yabucoa,8,0.8
2020-11-18,Yauco,2,0.2
2020-11-18,Otro lugar fuera de PR,1,
2020-11-18,No disponible,50,
2020-11-18,Total,1028,
2020-11-19,Adjuntas,1,0.1
2020-11-19,Aguada,23,2.3
2020-11-19,Aguadilla,7,0.7
2020-11-19,Aguas Buenas,9,0.9
2020-11-19,Aibonito,6,0.6
2020-11-19,Añasco,11,1.1
2020-11-19,Arecibo,29,2.9
2020-11-19,Arroyo,1,0.1
2020-11-19,Barceloneta,2,0.2
2020-11-19,Barranquitas,8,0.8
2020-11-19,Bayamón,79,7.8
2020-11-19,Cabo Rojo,10,1.0
2020-11-19,Caguas,71,7.1
2020-11-19,Camuy,2,0.2
2020-11-19,Canóvanas,15,1.5
2020-11-19,Carolina,68,6.8
2020-11-19,Cataño,15,1.5
2020-11-19,Cayey,3,0.3
2020-11-19,Ceiba,1,0.1
2020-11-19,Ciales,1,0.1
2020-11-19,Cidra,8,0.8
2020-11-19,Coamo,13,1.3
2020-11-19,Comerío,14,1.4
2020-11-19,Corozal,23,2.3
2020-11-19,Culebra,0,0.0
2020-11-19,Dorado,7,0.7
2020-11-19,Fajardo,9,0.9
2020-11-19,Florida,5,0.5
2020-11-19,Guánica,0,0.0
2020-11-19,Guayama,6,0.6
2020-11-19,Guayanilla,4,0.4
2020-11-19,Guaynabo,27,2.7
2020-11-19,Gurabo,20,2.0
2020-11-19,Hatillo,3,0.3
2020-11-19,Hormigueros,8,0.8
2020-11-19,Humacao,22,2.2
2020-11-19,Isabela,28,2.8
2020-11-19,Jayuya,6,0.6
2020-11-19,Juana Díaz,1,0.1
2020-11-19,Juncos,41,4.1
2020-11-19,Lajas,0,0.0
2020-11-19,Lares,0,0.0
2020-11-19,Las Marías,13,1.3
2020-11-19,Las Piedras,27,2.7
2020-11-19,Loíza,16,1.6
2020-11-19,Luquillo,0,0.0
2020-11-19,Manatí,5,0.5
2020-11-19,Maricao,0,0.0
2020-11-19,Maunabo,0,0.0
2020-11-19,Mayagüez,9,0.9
2020-11-19,Moca,19,1.9
2020-11-19,Morovis,4,0.4
2020-11-19,Naguabo,10,1.0
2020-11-19,Naranjito,8,0.8
2020-11-19,Orocovis,7,0.7
2020-11-19,Patillas,2,0.2
2020-11-19,Peñuelas,2,0.2
2020-11-19,Ponce,8,0.8
2020-11-19,Quebradillas,10,1.0
2020-11-19,Rincón,1,0.1
2020-11-19,Río Grande,11,1.1
2020-11-19,Sabana Grande,1,0.1
2020-11-19,Salinas,11,1.1
2020-11-19,San Germán,1,0.1
2020-11-19,San Juan,102,10.1
2020-11-19,San Lorenzo,8,0.8
2020-11-19,San Sebastián,2,0.2
2020-11-19,Santa Isabel,7,0.7
2020-11-19,Toa Alta,11,1.1
2020-11-19,Toa Baja,39,3.9
2020-11-19,Trujillo Alto,14,1.4
2020-11-19,Utuado,9,0.9
2020-11-19,Vega Alta,6,0.6
2020-11-19,Vega Baja,12,1.2
2020-11-19,Vieques,0,0.0
2020-11-19,Villalba,15,1.5
2020-11-19,Yabucoa,8,0.8
2020-11-19,Yauco,2,0.2
2020-11-19,Otro lugar fuera de PR,1,
2020-11-19,No disponible,50,
2020-11-19,Total,1058,
2020-11-20,Adjuntas,2,0.2
2020-11-20,Aguada,21,1.9
2020-11-20,Aguadilla,10,0.9
2020-11-20,Aguas Buenas,9,0.8
2020-11-20,Aibonito,6,0.5
2020-11-20,Añasco,11,1.0
2020-11-20,Arecibo,32,2.9
2020-11-20,Arroyo,1,0.1
2020-11-20,Barceloneta,3,0.3
2020-11-20,Barranquitas,8,0.7
2020-11-20,Bayamón,79,7.1
2020-11-20,Cabo Rojo,10,0.9
2020-11-20,Caguas,76,6.8
2020-11-20,Camuy,2,0.2
2020-11-20,Canóvanas,21,1.9
2020-11-20,Carolina,75,6.7
2020-11-20,Cataño,14,1.3
2020-11-20,Cayey,3,0.3
2020-11-20,Ceiba,2,0.2
2020-11-20,Ciales,4,0.4
2020-11-20,Cidra,8,0.7
2020-11-20,Coamo,13,1.2
2020-11-20,Comerío,17,1.5
2020-11-20,Corozal,23,2.1
2020-11-20,Culebra,0,0.0
2020-11-20,Dorado,7,0.6
2020-11-20,Fajardo,9,0.8
2020-11-20,Florida,4,0.4
2020-11-20,Guánica,0,0.0
2020-11-20,Guayama,10,0.9
2020-11-20,Guayanilla,4,0.4
2020-11-20,Guaynabo,31,2.8
2020-11-20,Gurabo,22,2.0
2020-11-20,Hatillo,3,0.3
2020-11-20,Hormigueros,7,0.6
2020-11-20,Humacao,22,2.0
2020-11-20,Isabela,29,2.6
2020-11-20,Jayuya,6,0.5
2020-11-20,Juana Díaz,5,0.4
2020-11-20,Juncos,44,3.9
2020-11-20,Lajas,0,0.0
2020-11-20,Lares,8,0.7
2020-11-20,Las Marías,13,1.2
2020-11-20,Las Piedras,34,3.0
2020-11-20,Loíza,19,1.7
2020-11-20,Luquillo,0,0.0
2020-11-20,Manatí,6,0.5
2020-11-20,Maricao,0,0.0
2020-11-20,Maunabo,0,0.0
2020-11-20,Mayagüez,26,2.3
2020-11-20,Moca,20,1.8
2020-11-20,Morovis,4,0.4
2020-11-20,Naguabo,10,0.9
2020-11-20,Naranjito,7,0.6
2020-11-20,Orocovis,6,0.5
2020-11-20,Patillas,6,0.5
2020-11-20,Peñuelas,5,0.4
2020-11-20,Ponce,7,0.6
2020-11-20,Quebradillas,10,0.9
2020-11-20,Rincón,1,0.1
2020-11-20,Río Grande,13,1.2
2020-11-20,Sabana Grande,1,0.1
2020-11-20,Salinas,14,1.3
2020-11-20,San Germán,1,0.1
2020-11-20,San Juan,110,9.9
2020-11-20,San Lorenzo,8,0.7
2020-11-20,San Sebastián,5,0.4
2020-11-20,Santa Isabel,6,0.5
2020-11-20,Toa Alta,11,1.0
2020-11-20,Toa Baja,40,3.6
2020-11-20,Trujillo Alto,13,1.2
2020-11-20,Utuado,10,0.9
2020-11-20,Vega Alta,6,0.5
2020-11-20,Vega Baja,15,1.3
2020-11-20,Vieques,0,0.0
2020-11-20,Villalba,14,1.3
2020-11-20,Yabucoa,8,0.7
2020-11-20,Yauco,5,0.4
2020-11-20,Otro lugar fuera de PR,1,
2020-11-20,No disponible,50,
2020-11-20,Total,1166,
2020-11-21,Adjuntas,2,0.2
2020-11-21,Aguada,28,2.4
2020-11-21,Aguadilla,15,1.3
2020-11-21,Aguas Buenas,9,0.8
2020-11-21,Aibonito,6,0.5
2020-11-21,Añasco,14,1.2
2020-11-21,Arecibo,35,3.0
2020-11-21,Arroyo,2,0.2
2020-11-21,Barceloneta,4,0.3
2020-11-21,Barranquitas,8,0.7
2020-11-21,Bayamón,70,5.9
2020-11-21,Cabo Rojo,10,0.8
2020-11-21,Caguas,76,6.5
2020-11-21,Camuy,2,0.2
2020-11-21,Canóvanas,24,2.0
2020-11-21,Carolina,76,6.5
2020-11-21,Cataño,12,1.0
2020-11-21,Cayey,3,0.3
2020-11-21,Ceiba,2,0.2
2020-11-21,Ciales,6,0.5
2020-11-21,Cidra,8,0.7
2020-11-21,Coamo,13,1.1
2020-11-21,Comerío,17,1.4
2020-11-21,Corozal,21,1.8
2020-11-21,Culebra,0,0.0
2020-11-21,Dorado,7,0.6
2020-11-21,Fajardo,8,0.7
2020-11-21,Florida,4,0.3
2020-11-21,Guánica,0,0.0
2020-11-21,Guayama,21,1.8
2020-11-21,Guayanilla,6,0.5
2020-11-21,Guaynabo,30,2.5
2020-11-21,Gurabo,22,1.9
2020-11-21,Hatillo,4,0.3
2020-11-21,Hormigueros,6,0.5
2020-11-21,Humacao,22,1.9
2020-11-21,Isabela,27,2.3
2020-11-21,Jayuya,6,0.5
2020-11-21,Juana Díaz,5,0.4
2020-11-21,Juncos,44,3.7
2020-11-21,Lajas,0,0.0
2020-11-21,Lares,10,0.8
2020-11-21,Las Marías,13,1.1
2020-11-21,Las Piedras,35,3.0
2020-11-21,Loíza,19,1.6
2020-11-21,Luquillo,0,0.0
2020-11-21,Manatí,7,0.6
2020-11-21,Maricao,0,0.0
2020-11-21,Maunabo,0,0.0
2020-11-21,Mayagüez,33,2.8
2020-11-21,Moca,21,1.8
2020-11-21,Morovis,4,0.3
2020-11-21,Naguabo,10,0.8
2020-11-21,Naranjito,6,0.5
2020-11-21,Orocovis,4,0.3
2020-11-21,Patillas,6,0.5
2020-11-21,Peñuelas,5,0.4
2020-11-21,Ponce,8,0.7
2020-11-21,Quebradillas,12,1.0
2020-11-21,Rincón,21,1.8
2020-11-21,Río Grande,13,1.1
2020-11-21,Sabana Grande,1,0.1
2020-11-21,Salinas,14,1.2
2020-11-21,San Germán,1,0.1
2020-11-21,San Juan,111,9.4
2020-11-21,San Lorenzo,8,0.7
2020-11-21,San Sebastián,5,0.4
2020-11-21,Santa Isabel,6,0.5
2020-11-21,Toa Alta,11,0.9
2020-11-21,Toa Baja,41,3.5
2020-11-21,Trujillo Alto,13,1.1
2020-11-21,Utuado,9,0.8
2020-11-21,Vega Alta,6,0.5
2020-11-21,Vega Baja,15,1.3
2020-11-21,Vieques,0,0.0
2020-11-21,Villalba,16,1.4
2020-11-21,Yabucoa,8,0.7
2020-11-21,Yauco,10,0.8
2020-11-21,Otro lugar fuera de PR,1,
2020-11-21,No disponible,46,
2020-11-21,Total,1224,
2020-11-22,Adjuntas,1,0.1
2020-11-22,Aguada,27,0.1
2020-11-22,Aguadilla,15,2.2
2020-11-22,Aguas Buenas,9,1.2
2020-11-22,Aibonito,6,0.7
2020-11-22,Añasco,14,0.5
2020-11-22,Arecibo,39,1.1
2020-11-22,Arroyo,6,3.2
2020-11-22,Barceloneta,4,0.5
2020-11-22,Barranquitas,8,0.3
2020-11-22,Bayamón,71,0.7
2020-11-22,Cabo Rojo,10,5.8
2020-11-22,Caguas,76,0.8
2020-11-22,Camuy,8,6.2
2020-11-22,Canóvanas,25,0.7
2020-11-22,Carolina,76,2.0
2020-11-22,Cataño,13,6.2
2020-11-22,Cayey,3,1.1
2020-11-22,Ceiba,2,0.2
2020-11-22,Ciales,6,0.2
2020-11-22,Cidra,8,0.5
2020-11-22,Coamo,11,0.7
2020-11-22,Comerío,17,0.9
2020-11-22,Corozal,25,1.4
2020-11-22,Culebra,0,2.0
2020-11-22,Dorado,9,0.0
2020-11-22,Fajardo,8,0.7
2020-11-22,Florida,3,0.7
2020-11-22,Guánica,0,0.2
2020-11-22,Guayama,20,0.0
2020-11-22,Guayanilla,6,1.6
2020-11-22,Guaynabo,30,0.5
2020-11-22,Gurabo,22,2.4
2020-11-22,Hatillo,14,1.8
2020-11-22,Hormigueros,6,1.1
2020-11-22,Humacao,22,0.5
2020-11-22,Isabela,28,1.8
2020-11-22,Jayuya,6,2.3
2020-11-22,Juana Díaz,6,0.5
2020-11-22,Juncos,43,0.5
2020-11-22,Lajas,0,3.5
2020-11-22,Lares,12,0.0
2020-11-22,Las Marías,13,1.0
2020-11-22,Las Piedras,36,2.9
2020-11-22,Loíza,19,1.5
2020-11-22,Luquillo,1,0.1
2020-11-22,Manatí,8,0.7
2020-11-22,Maricao,0,0.0
2020-11-22,Maunabo,0,0.0
2020-11-22,Mayagüez,33,2.7
2020-11-22,Moca,21,1.7
2020-11-22,Morovis,4,0.3
2020-11-22,Naguabo,10,0.8
2020-11-22,Naranjito,6,0.5
2020-11-22,Orocovis,3,0.2
2020-11-22,Patillas,6,0.5
2020-11-22,Peñuelas,17,1.4
2020-11-22,Ponce,12,1.0
2020-11-22,Quebradillas,14,1.1
2020-11-22,Rincón,23,1.9
2020-11-22,Río Grande,13,1.1
2020-11-22,Sabana Grande,1,0.1
2020-11-22,Salinas,14,1.1
2020-11-22,San Germán,1,0.1
2020-11-22,San Juan,110,8.9
2020-11-22,San Lorenzo,7,0.6
2020-11-22,San Sebastián,6,0.5
2020-11-22,Santa Isabel,6,0.5
2020-11-22,Toa Alta,11,0.9
2020-11-22,Toa Baja,44,3.6
2020-11-22,Trujillo Alto,13,1.1
2020-11-22,Utuado,8,0.7
2020-11-22,Vega Alta,6,0.5
2020-11-22,Vega Baja,15,1.2
2020-11-22,Vieques,0,0.0
2020-11-22,Villalba,16,1.3
2020-11-22,Yabucoa,8,0.7
2020-11-22,Yauco,10,0.8
2020-11-22,Otro lugar fuera de PR,1,
2020-11-22,No disponible,46,
2020-11-22,Total,1277,
2020-11-23,Adjuntas,1,0.1
2020-11-23,Aguada,27,2.1
2020-11-23,Aguadilla,17,1.3
2020-11-23,Aguas Buenas,9,0.7
2020-11-23,Aibonito,6,0.5
2020-11-23,Añasco,14,1.1
2020-11-23,Arecibo,39,3.0
2020-11-23,Arroyo,6,0.5
2020-11-23,Barceloneta,4,0.3
2020-11-23,Barranquitas,8,0.6
2020-11-23,Bayamón,75,5.8
2020-11-23,Cabo Rojo,9,0.7
2020-11-23,Caguas,77,6.0
2020-11-23,Camuy,13,1.0
2020-11-23,Canóvanas,25,1.9
2020-11-23,Carolina,81,6.3
2020-11-23,Cataño,13,1.0
2020-11-23,Cayey,3,0.2
2020-11-23,Ceiba,5,0.4
2020-11-23,Ciales,6,0.5
2020-11-23,Cidra,8,0.6
2020-11-23,Coamo,11,0.9
2020-11-23,Comerío,17,1.3
2020-11-23,Corozal,25,1.9
2020-11-23,Culebra,0,2.0
2020-11-23,Dorado,10,0.8
2020-11-23,Fajardo,11,0.9
2020-11-23,Florida,3,0.2
2020-11-23,Guánica,0,0.0
2020-11-23,Guayama,19,1.5
2020-11-23,Guayanilla,7,0.5
2020-11-23,Guaynabo,31,2.4
2020-11-23,Gurabo,22,1.7
2020-11-23,Hatillo,17,1.3
2020-11-23,Hormigueros,6,0.5
2020-11-23,Humacao,22,1.7
2020-11-23,Isabela,30,2.3
2020-11-23,Jayuya,6,0.5
2020-11-23,Juana Díaz,6,0.5
2020-11-23,Juncos,43,3.3
2020-11-23,Lajas,0,0.0
2020-11-23,Lares,12,0.9
2020-11-23,Las Marías,13,1.0
2020-11-23,Las Piedras,36,2.8
2020-11-23,Loíza,20,1.6
2020-11-23,Luquillo,8,0.6
2020-11-23,Manatí,8,0.6
2020-11-23,Maricao,0,0.0
2020-11-23,Maunabo,0,0.0
2020-11-23,Mayagüez,33,2.6
2020-11-23,Moca,21,1.6
2020-11-23,Morovis,4,0.3
2020-11-23,Naguabo,10,0.8
2020-11-23,Naranjito,6,0.5
2020-11-23,Orocovis,4,0.3
2020-11-23,Patillas,6,0.5
2020-11-23,Peñuelas,22,1.7
2020-11-23,Ponce,16,1.2
2020-11-23,Quebradillas,15,1.2
2020-11-23,Rincón,23,1.8
2020-11-23,Río Grande,16,1.2
2020-11-23,Sabana Grande,1,0.1
2020-11-23,Salinas,14,1.1
2020-11-23,San Germán,1,0.1
2020-11-23,San Juan,111,8.6
2020-11-23,San Lorenzo,8,0.6
2020-11-23,San Sebastián,6,0.5
2020-11-23,Santa Isabel,6,0.5
2020-11-23,Toa Alta,13,1.0
2020-11-23,Toa Baja,44,3.4
2020-11-23,Trujillo Alto,13,1.0
2020-11-23,Utuado,8,0.6
2020-11-23,Vega Alta,6,0.5
2020-11-23,Vega Baja,16,1.2
2020-11-23,Vieques,0,0.0
2020-11-23,Villalba,16,1.2
2020-11-23,Yabucoa,8,0.7
2020-11-23,Yauco,10,0.8
2020-11-23,Otro lugar fuera de PR,1,
2020-11-23,No disponible,45,
2020-11-23,Total,1332,
2020-11-24,Adjuntas,1,0.1
2020-11-24,Aguada,27,2.0
2020-11-24,Aguadilla,17,1.3
2020-11-24,Aguas Buenas,9,0.7
2020-11-24,Aibonito,5,0.4
2020-11-24,Añasco,13,1.0
2020-11-24,Arecibo,41,3.1
2020-11-24,Arroyo,7,0.5
2020-11-24,Barceloneta,12,0.9
2020-11-24,Barranquitas,7,0.5
2020-11-24,Bayamón,75,5.7
2020-11-24,Cabo Rojo,9,0.7
2020-11-24,Caguas,77,5.8
2020-11-24,Camuy,13,1.0
2020-11-24,Canóvanas,25,1.9
2020-11-24,Carolina,81,6.1
2020-11-24,Cataño,13,1.0
2020-11-24,Cayey,3,0.2
2020-11-24,Ceiba,5,0.4
2020-11-24,Ciales,20,1.5
2020-11-24,Cidra,8,0.6
2020-11-24,Coamo,11,0.8
2020-11-24,Comerío,17,1.3
2020-11-24,Corozal,24,1.8
2020-11-24,Culebra,0,2.0
2020-11-24,Dorado,10,0.8
2020-11-24,Fajardo,11,0.8
2020-11-24,Florida,3,0.2
2020-11-24,Guánica,0,0.0
2020-11-24,Guayama,19,1.4
2020-11-24,Guayanilla,7,0.5
2020-11-24,Guaynabo,31,2.3
2020-11-24,Gurabo,22,1.7
2020-11-24,Hatillo,18,1.4
2020-11-24,Hormigueros,6,0.5
2020-11-24,Humacao,22,1.7
2020-11-24,Isabela,30,2.3
2020-11-24,Jayuya,6,0.5
2020-11-24,Juana Díaz,9,0.7
2020-11-24,Juncos,43,3.2
2020-11-24,Lajas,0,0.0
2020-11-24,Lares,12,0.9
2020-11-24,Las Marías,12,0.9
2020-11-24,Las Piedras,36,2.7
2020-11-24,Loíza,20,1.5
2020-11-24,Luquillo,8,0.6
2020-11-24,Manatí,8,0.6
